Scheme Name	Net Asset Value
Reliance Fixed Horizon Fund - XXIII - Series 12 - Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund - XXIII - Series 12 - Growth Option	13.7083
Reliance Fixed Horizon Fund - XXIII - Series 8 - Direct Plan - Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund - XXIII - Series 8 - Direct Plan - Growth Option	14.0124
Reliance Fixed Horizon Fund - XXIII - Series 8 - Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund - XXIII - Series 8 - Growth Option	13.9384
Reliance Fixed Horizon Fund - XXIV - Series 10 - Direct Plan - Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund - XXIV - Series 10 - Direct Plan - Growth Option	13.0824
Reliance Fixed Horizon Fund - XXIV - Series 10 - Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund - XXIV - Series 10 - Growth Option	12.9473
Reliance Fixed Horizon Fund - XXIV - Series 11 - Direct Plan - Growth Option	14.993
Reliance Fixed Horizon Fund - XXIV - Series 11 - Growth Option	14.8722
Reliance Fixed Horizon Fund - XXIV - Series 13 -Direct Plan -Growth Option	13.3252
Reliance Fixed Horizon Fund - XXIV - Series 13 -Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund - XXIV - Series 13 -Growth Option	13.0958
Reliance Fixed Horizon Fund - XXIV - Series 15-Direct Plan -Growth Option	15.0336
Reliance Fixed Horizon Fund - XXIV - Series 15-Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund - XXIV - Series 15-Growth Option	14.87
Reliance Fixed Horizon Fund - XXIV - Series 16 - Direct Plan - Growth Plan	13.1293
Reliance Fixed Horizon Fund - XXIV - Series 16 - Growth Plan	13.0887
Reliance Fixed Horizon Fund - XXIV - Series 17 -Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund - XXIV - Series 17- Direct Plan -Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund - XXIV - Series 17-Direct Plan -Growth Option	13.1119
Reliance Fixed Horizon Fund - XXIV - Series 17-Growth Option	13.0080
Reliance Fixed Horizon Fund - XXIV - Series 18 -Direct Plan -Growth Option	13.1299
Reliance Fixed Horizon Fund - XXIV - Series 18 -Dividend Payout Optioin	10.0000
Reliance Fixed Horizon Fund - XXIV - Series 18-Growth Option	13.0897
Reliance Fixed Horizon Fund - XXIV - Series 2 - Direct Plan - Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund - XXIV - Series 2 - Direct Plan - Growth Option	15.7850
Reliance Fixed Horizon Fund - XXIV - Series 2 - Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund - XXIV - Series 2 - Growth Option	15.5551
Reliance Fixed Horizon Fund - XXIV - Series 20 - Direct Plan - Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund - XXIV - Series 20 - Direct Plan - Growth Option	13.1969
Reliance Fixed Horizon Fund - XXIV - Series 20 - Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund - XXIV - Series 20 - Growth Option	12.9991
Reliance Fixed Horizon Fund - XXIV - Series 22 - Direct Plan - Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund - XXIV - Series 22 - Direct Plan - Growth Option	13.6532
Reliance Fixed Horizon Fund - XXIV - Series 22 - Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund - XXIV - Series 22 - Growth Option	13.5557
Reliance Fixed Horizon Fund - XXIV - Series 24 - Direct Plan - Dividend Payout Option	15.1213
Reliance Fixed Horizon Fund - XXIV - Series 24 - Direct Plan - Growth Option	15.1213
Reliance Fixed Horizon Fund - XXIV - Series 24 - Dividend Payout Option	14.7971
Reliance Fixed Horizon Fund - XXIV - Series 24 - Growth Option	14.7971
Reliance Fixed Horizon Fund - XXIV - Series 25 - Direct Plan - Dividend Payout Option	10
Reliance Fixed Horizon Fund - XXIV - Series 25 - Dividend Payout Option	10
Reliance Fixed Horizon Fund - XXIV - Series 25 - Growth Option	14.1524
Reliance Fixed Horizon Fund - XXIV - Series 25- Direct Plan - Growth Option	14.2784
Reliance Fixed Horizon Fund - XXIV - Series 3-Direct Plan - Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund - XXIV - Series 3-Direct Plan - Growth Option	14.7249
Reliance Fixed Horizon Fund - XXIV - Series 3-Dividend payout Option	10.0000
Reliance Fixed Horizon Fund - XXIV - Series 3-Growth Option	14.6467
Reliance Fixed Horizon Fund - XXIV - Series 4-Direct Plan - Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund - XXIV - Series 4-Direct Plan - Growth Option	15.0266
Reliance Fixed Horizon Fund - XXIV - Series 4-Dividend payout Option	10.0000
Reliance Fixed Horizon Fund - XXIV - Series 4-Growth Option	14.8884
Reliance Fixed Horizon Fund - XXIV - Series 5 - Direct Plan - Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund - XXIV - Series 5 - Direct Plan - Growth Option	12.9811
Reliance Fixed Horizon Fund - XXIV - Series 5 - Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund - XXIV - Series 5 - Growth Option	12.9048
Reliance Fixed Horizon Fund - XXIV - Series 6 - Direct Plan - Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund - XXIV - Series 6 - Direct Plan - Growth Option	13.2349
Reliance Fixed Horizon Fund - XXIV - Series 6 - Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund - XXIV - Series 6 - Growth Option	13.1584
Reliance Fixed Horizon Fund - XXIV - Series 7 - Direct Plan - Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund - XXIV - Series 7 - Direct Plan - Growth Option	13.2700
Reliance Fixed Horizon Fund - XXIV - Series 7 - Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund - XXIV - Series 7 - Growth Option	13.1103
Reliance Fixed Horizon Fund - XXIV - Series 8-Direct Plan-Growth Option	13.2741
Reliance Fixed Horizon Fund - XXIV - Series 8-Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund - XXIV - Series 8-Growth Option	13.2032
Reliance Fixed Horizon Fund - XXIV - Series 9 -Direct Plan -Growth Option	13.2871
Reliance Fixed Horizon Fund - XXIV - Series 9 -Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund - XXIV - Series 9-Growth Option	13.1016
Reliance Fixed Horizon Fund - XXV - Series 1 -Direct Plan -Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund - XXV - Series 1-Direct Plan -Growth Option	13.6162
Reliance Fixed Horizon Fund - XXV - Series 1-Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund - XXV - Series 1-Growth Option	13.5271
Reliance Fixed Horizon Fund - XXV - Series 11 - Direct Plan - Growth Option	13.1933
Reliance Fixed Horizon Fund - XXV - Series 11 - Growth Option	13.1141
Reliance Fixed Horizon Fund - XXV - Series 12 - Direct Plan - Growth Option	13.1795
Reliance Fixed Horizon Fund - XXV - Series 12 - Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund - XXV - Series 12 - Growth Option	13.1014
Reliance Fixed Horizon Fund - XXV - Series 13 - Direct Plan - Growth Option	13.1285
Reliance Fixed Horizon Fund - XXV - Series 13 - Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund - XXV - Series 13 - Growth Option	13.0362
Reliance Fixed Horizon Fund - XXV - Series 14-Direct Plan -Growth Option	12.8223
Reliance Fixed Horizon Fund - XXV - Series 14-Growth Option	12.7842
Reliance Fixed Horizon Fund - XXV - Series 16 - Direct Plan - Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund - XXV - Series 16 - Direct Plan - Growth Option	13.0940
Reliance Fixed Horizon Fund - XXV - Series 16 - Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund - XXV - Series 16 - Growth Option	13.0073
Reliance Fixed Horizon Fund - XXV - Series 17 - Direct Plan - Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund - XXV - Series 17 - Direct Plan - Growth Option	13.0662
Reliance Fixed Horizon Fund - XXV - Series 17 - Growth Option	12.9818
Reliance Fixed Horizon Fund - XXV - Series 18 - Direct Plan - Growth Option	13.0639
Reliance Fixed Horizon Fund - XXV - Series 18 - Growth Option	13.0279
Reliance Fixed Horizon Fund - XXV - Series 19 - Direct Plan - Growth Option	11.1432
Reliance Fixed Horizon Fund - XXV - Series 19 - Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund - XXV - Series 19 - Growth Option	11.1249
Reliance Fixed Horizon Fund - XXV - Series 2 -Direct Plan -Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund - XXV - Series 2-Direct Plan-Growth Option	12.8717
Reliance Fixed Horizon Fund - XXV - Series 2-Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund - XXV - Series 2-Growth Option	12.8197
Reliance Fixed Horizon Fund - XXV - Series 20 - Direct Plan - Dividend Payout Option	12.0258
Reliance Fixed Horizon Fund - XXV - Series 20 - Direct Plan - Growth Option	15.0849
Reliance Fixed Horizon Fund - XXV - Series 20 - Dividend Payout Option	11.9505
Reliance Fixed Horizon Fund - XXV - Series 20 - Growth Option	14.8256
Reliance Fixed Horizon Fund - XXV - Series 21 - Direct Plan - Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund - XXV - Series 21 - Direct Plan - Growth Option	13.0344
Reliance Fixed Horizon Fund - XXV - Series 21 - Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund - XXV - Series 21 - Growth Option	12.9155
Reliance Fixed Horizon Fund - XXV - Series 22 - Direct Plan - Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund - XXV - Series 22 - Direct Plan - Growth Option	13.0616
Reliance Fixed Horizon Fund - XXV - Series 22 - Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund - XXV - Series 22 - Growth Option	12.9419
Reliance Fixed Horizon Fund - XXV - Series 23 - Direct Plan - Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund - XXV - Series 23 - Direct Plan - Growth Option	13.5564
Reliance Fixed Horizon Fund - XXV - Series 23 - Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund - XXV - Series 23 - Growth Option	13.4278
Reliance Fixed Horizon Fund - XXV - Series 24 - Direct Plan - Growth Option	13.0105
Reliance Fixed Horizon Fund - XXV - Series 24 - Growth Option	12.9758
Reliance Fixed Horizon Fund - XXV - Series 25 - Direct Plan - Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund - XXV - Series 25 - Direct Plan - Growth Option	13.2454
Reliance Fixed Horizon Fund - XXV - Series 25 - Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund - XXV - Series 25 - Growth Option	13.0081
Reliance Fixed Horizon Fund - XXV - Series 26 - Direct Plan - Growth Option	14.0991
Reliance Fixed Horizon Fund - XXV - Series 26 - Growth Option	14.0241
Reliance Fixed Horizon Fund - XXV - Series 27 - Direct Plan - Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund - XXV - Series 27 - Direct Plan - Growth Option	14.2798
Reliance Fixed Horizon Fund - XXV - Series 27 - Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund - XXV - Series 27 - Growth Option	14.1195
Reliance Fixed Horizon Fund - XXV - Series 28 - Direct Plan - Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund - XXV - Series 28 - Direct Plan - Growth Option	14.2678
Reliance Fixed Horizon Fund - XXV - Series 28 - Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund - XXV - Series 28 - Growth Option	14.1798
Reliance Fixed Horizon Fund - XXV - Series 3  - Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund - XXV - Series 3 - Direct Plan - Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund - XXV - Series 3 - Direct Plan - Growth Option	13.5394
Reliance Fixed Horizon Fund - XXV - Series 3 - Growth Option	13.4468
Reliance Fixed Horizon Fund - XXV - Series 30 - Direct Plan - Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund - XXV - Series 30 - Direct Plan - Growth Option	14.1942
Reliance Fixed Horizon Fund - XXV - Series 30 - Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund - XXV - Series 30 - Growth Option	14.0150
Reliance Fixed Horizon Fund - XXV - Series 31 - Direct Plan - Growth Option	12.9815
Reliance Fixed Horizon Fund - XXV - Series 31 - Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund - XXV - Series 31 - Growth Option	12.9373
Reliance Fixed Horizon Fund - XXV - Series 32 - Direct Plan - Growth Option	12.9565
Reliance Fixed Horizon Fund - XXV - Series 32 - Growth Option	12.9162
Reliance Fixed Horizon Fund - XXV - Series 33 - Direct Plan - Growth Option	12.9040
Reliance Fixed Horizon Fund - XXV - Series 33 - Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund - XXV - Series 33 - Growth Option	12.8640
Reliance Fixed Horizon Fund - XXV - Series 34 - Direct Plan - Growth Option	12.9303
Reliance Fixed Horizon Fund - XXV - Series 34 - Growth Option	12.8897
Reliance Fixed Horizon Fund - XXV - Series 35- Direct Plan - Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund - XXV - Series 35- Direct Plan - Growth Option	15.6265
Reliance Fixed Horizon Fund - XXV - Series 35- Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund - XXV - Series 35- Growth Option	15.2705
Reliance Fixed Horizon Fund - XXV - Series 4 - Direct Plan - Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund - XXV - Series 4 - Direct Plan - Growth Option	12.8731
Reliance Fixed Horizon Fund - XXV - Series 4 - Growth Option	12.8138
Reliance Fixed Horizon Fund - XXV - Series 6 - Direct Plan - Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund - XXV - Series 6 - Direct Plan - Growth Option	13.5368
Reliance Fixed Horizon Fund - XXV - Series 6 - Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund - XXV - Series 6 - Growth Option	13.4506
Reliance Fixed Horizon Fund - XXVI - Series 1 - Direct Plan - Dividend Payout Option	11.913
Reliance Fixed Horizon Fund - XXVI - Series 1 - Direct Plan - Growth Option	14.8328
Reliance Fixed Horizon Fund - XXVI - Series 1 - Dividend Payout Option	11.8741
Reliance Fixed Horizon Fund - XXVI - Series 1 - Growth Option	14.6521
Reliance Fixed Horizon Fund - XXVI - Series 14- Direct Plan - Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund - XXVI - Series 14- Direct Plan - Growth Option	14.6448
Reliance Fixed Horizon Fund - XXVI - Series 14- Dividend payout Option	11.8004
Reliance Fixed Horizon Fund - XXVI - Series 14- Growth Option	14.394
Reliance Fixed Horizon Fund - XXVI - Series 17- Direct Plan - Growth Option	12.8672
Reliance Fixed Horizon Fund - XXVI - Series 17- Dividend payout Option	10.0000
Reliance Fixed Horizon Fund - XXVI - Series 17- Growth Option	12.8213
Reliance Fixed Horizon Fund - XXVI - Series 18- Direct Plan - Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund - XXVI - Series 18- Direct Plan - Growth Option	12.8374
Reliance Fixed Horizon Fund - XXVI - Series 18- Dividend payout Option	10.0000
Reliance Fixed Horizon Fund - XXVI - Series 18- Growth Option	12.7825
Reliance Fixed Horizon Fund - XXVI - Series 2 - Direct Plan - Growth Option	14.0202
Reliance Fixed Horizon Fund - XXVI - Series 2 - Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund - XXVI - Series 2 - Growth Option	13.9531
Reliance Fixed Horizon Fund - XXVI - Series 29 - Direct Plan - Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund - XXVI - Series 29 - Direct Plan - Growth Option	12.8321
Reliance Fixed Horizon Fund - XXVI - Series 29 - Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund - XXVI - Series 29 - Growth Option	12.7925
Reliance Fixed Horizon Fund - XXVI - Series 30 - Direct Plan - Dividend Payout Option	11.7218
Reliance Fixed Horizon Fund - XXVI - Series 30 - Direct Plan - Growth Option	14.148
Reliance Fixed Horizon Fund - XXVI - Series 30 - Dividend Payout Option	11.6397
Reliance Fixed Horizon Fund - XXVI - Series 30 - Growth Option	13.9314
Reliance Fixed Horizon Fund - XXVI - Series 31 - Direct Plan - Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund - XXVI - Series 31 - Direct Plan - Growth Option	12.8430
Reliance Fixed Horizon Fund - XXVI - Series 31 - Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund - XXVI - Series 31 - Growth Option	12.8046
Reliance Fixed Horizon Fund - XXVI - Series 4-Direct Plan - Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund - XXVI - Series 4-Direct Plan - Growth Option	13.1902
Reliance Fixed Horizon Fund - XXVI - Series 4-Dividend payout Option	10.0000
Reliance Fixed Horizon Fund - XXVI - Series 4-Growth Option	12.9725
Reliance Fixed Horizon Fund - XXVII - Series 5 - Direct Plan - Growth Option	13.0503
Reliance Fixed Horizon Fund - XXVII - Series 5 - Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund - XXVII - Series 5 - Growth Option	12.8712
Reliance Fixed Horizon Fund XXII - Series 32 - Dividend Payout Option	12.7755
Reliance Fixed Horizon Fund XXII - Series 32 - Growth Option	14.7569
Reliance Fixed Horizon Fund XXIII - Series 10 - Direct Plan - Growth Option	12.8236
Reliance Fixed Horizon Fund XXIII - Series 10 - Dividend Option	10.0000
Reliance Fixed Horizon Fund XXIII - Series 10 -Growth Option	12.7977
Reliance Fixed Horizon Fund XXIX - Series 2 - Direct Plan - Dividend Payout Option	12.5884
Reliance Fixed Horizon Fund XXIX - Series 2 - Direct Plan - Growth Option	12.5884
Reliance Fixed Horizon Fund XXIX - Series 2 - Regular Plan - Dividend Payout Option	12.4765
Reliance Fixed Horizon Fund XXIX - Series 2 - Regular Plan - Growth Option	12.4766
Reliance Fixed Horizon Fund XXIX - Series 1- Direct Plan-Dividend Payout Option	12.6354
Reliance Fixed Horizon Fund XXIX - Series 1- Direct Plan-Growth Option	12.6354
Reliance Fixed Horizon Fund XXIX - Series 1- Dividend Payout Option	12.512
Reliance Fixed Horizon Fund XXIX - Series 1- Growth Option	12.5119
Reliance Fixed Horizon Fund XXIX- Series 10- Direct Plan-Growth Option	12.3143
Reliance Fixed Horizon Fund XXIX- Series 10- Dividend Payout Option	12.2836
Reliance Fixed Horizon Fund XXIX- Series 10- Growth Option	12.2836
Reliance Fixed Horizon Fund XXIX- Series 13- Direct Plan-Dividend Payout Option	12.6627
Reliance Fixed Horizon Fund XXIX- Series 13- Direct Plan-Growth Option	12.6627
Reliance Fixed Horizon Fund XXIX- Series 13- Dividend Payout Option	12.4821
Reliance Fixed Horizon Fund XXIX- Series 13- Growth Option	12.482
Reliance Fixed Horizon Fund XXIX- Series 14- Direct Plan-Dividend Payout Option	12.2988
Reliance Fixed Horizon Fund XXIX- Series 14- Growth Option	12.2602
Reliance Fixed Horizon Fund XXIX- Series 14-Direct Plan-Growth Option	12.2989
Reliance Fixed Horizon Fund XXIX- Series 14-Dividend Payout Option	12.2602
Reliance Fixed Horizon Fund XXIX- Series 16- Direct Plan-Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund XXIX- Series 16- Direct Plan-Growth Option	12.9634
Reliance Fixed Horizon Fund XXIX- Series 16- Growth Option	12.8052
Reliance Fixed Horizon Fund XXIX- Series 18- Direct Plan-Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund XXIX- Series 18- Direct Plan-Growth Option	12.0769
Reliance Fixed Horizon Fund XXIX- Series 18- Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund XXIX- Series 18- Growth Option	11.9741
Reliance Fixed Horizon Fund XXIX- Series 19- Direct Plan-Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund XXIX- Series 19- Direct Plan-Growth Option	12.9527
Reliance Fixed Horizon Fund XXIX- Series 19- Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund XXIX- Series 19- Growth Option	12.9101
Reliance Fixed Horizon Fund XXIX- Series 20- Direct Plan-Growth Option	12.9116
Reliance Fixed Horizon Fund XXIX- Series 20- Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund XXIX- Series 20- Growth Option	12.8375
Reliance Fixed Horizon Fund XXIX- Series 3- Direct Plan-Dividend Payout Option	13.0151
Reliance Fixed Horizon Fund XXIX- Series 3- Direct Plan-Growth Option	13.0151
Reliance Fixed Horizon Fund XXIX- Series 3- Dividend Payout Option	12.8156
Reliance Fixed Horizon Fund XXIX- Series 3- Growth Option	12.8156
Reliance Fixed Horizon Fund XXIX- Series 6- Direct Plan - Growth Option	12.532
Reliance Fixed Horizon Fund XXIX- Series 6- Dividend Payout Option	12.4969
Reliance Fixed Horizon Fund XXIX- Series 6- Growth Option	12.4969
Reliance Fixed Horizon Fund XXIX- Series 7- Direct Plan- Growth Option	12.8946
Reliance Fixed Horizon Fund XXIX- Series 7- Dividend Payout Option	12.6837
Reliance Fixed Horizon Fund XXIX- Series 7- Growth Option	12.6837
Reliance Fixed Horizon Fund XXIX- Series 8- Direct Plan-Growth Option	12.4927
Reliance Fixed Horizon Fund XXIX- Series 8- Dividend Payout Option	12.4582
Reliance Fixed Horizon Fund XXIX- Series 8- Growth Option	12.4582
Reliance Fixed Horizon Fund XXIX- Series 9- Direct Plan-Growth Option	12.3826
Reliance Fixed Horizon Fund XXIX- Series 9- Dividend Payout Option	12.3487
Reliance Fixed Horizon Fund XXIX- Series 9- Growth Option	12.3487
Reliance Fixed Horizon Fund XXVI- Series 15- Direct Plan - Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund XXVI- Series 15- Direct Plan - Growth Option	12.9118
Reliance Fixed Horizon Fund XXVI- Series 15- Dividend payout Option	10.0000
Reliance Fixed Horizon Fund XXVI- Series 15- Growth Option	12.8329
Reliance Fixed Horizon Fund XXVI- Series 20- Direct Plan- Growth Option	12.8141
Reliance Fixed Horizon Fund XXVI- Series 20- Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund XXVI- Series 20- Growth Option	12.7728
Reliance Fixed Horizon Fund XXVI- Series 22- Direct Plan- Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund XXVI- Series 22- Direct Plan- Growth Option	12.8098
Reliance Fixed Horizon Fund XXVI- Series 22- Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund XXVI- Series 22- Growth Option	12.7691
Reliance Fixed Horizon Fund- XXVI- Series 24- Direct Plan- Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund- XXVI- Series 24- Direct Plan- Growth Option	12.7991
Reliance Fixed Horizon Fund- XXVI- Series 24- Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund- XXVI- Series 24- Growth Option	12.7605
Reliance Fixed Horizon Fund XXVI- Series 26- Direct Plan- Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund XXVI- Series 26- Direct Plan- Growth Option	13.2179
Reliance Fixed Horizon Fund XXVI- Series 26- Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund- XXVI- Series 26- Growth Option	12.9998
Reliance Fixed Horizon Fund XXVI- Series 32- Direct Plan- Growth Option	13.0877
Reliance Fixed Horizon Fund XXVI- Series 32- Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund XXVI- Series 32- Growth Option	12.8918
Reliance Fixed Horizon Fund XXVI Series- 33- Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund XXVI- Series 33- Direct Plan- Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund XXVI- Series 33- Direct Plan- Growth Option	12.7717
Reliance Fixed Horizon Fund XXVI- Series 33- Growth Option	12.7283
Reliance Fixed Horizon Fund XXVI-  Series 35- Direct Plan- Growth Option	13.1481
Reliance Fixed Horizon Fund XXVI- Series 35- Direct Plan- Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund XXVI- Series 35- Dividend payout option	10.0000
Reliance Fixed Horizon Fund XXVI- Series 35- Growth Option	12.9773
Reliance Fixed Horizon Fund XXVII- Series 11- Direct Plan-Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund XXVII- Series 11- Direct Plan-Growth Option	12.8157
Reliance Fixed Horizon Fund XXVII- Series 11- Growth Option	12.7816
Reliance Fixed Horizon Fund XXVII- Series 15- Direct Plan- Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund XXVII- Series 15- Direct Plan- Growth Option	13.2003
Reliance Fixed Horizon Fund XXVII- Series 15- Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund XXVII- Series 15- Growth Option	13.0012
Reliance Fixed Horizon Fund XXVII- Series 3- Direct Plan- Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund XXVII- Series 3- Direct Plan- Growth Option	13.2709
Reliance Fixed Horizon Fund XXVII- Series 3- Dividend Payout option	10.0000
Reliance Fixed Horizon Fund XXVII- Series 3- Growth Option	13.0896
Reliance Fixed Horizon Fund XXVII- Series 4- Direct Plan- Growth Option	13.0113
Reliance Fixed Horizon Fund XXVII- Series 4- Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund XXVII- Series 4- Growth Option	12.9710
Reliance Fixed Horizon Fund XXVII- Series 6- Direct Plan- Growth Option	13.0020
Reliance Fixed Horizon Fund XXVII- Series 6- Growth Option	12.9689
Reliance Fixed Horizon Fund XXVII- Series 7- Direct Plan- Growth Option	12.9698
Reliance Fixed Horizon Fund XXVII- Series 7- Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund XXVII- Series 7- Growth Option	12.9309
Reliance Fixed Horizon Fund XXVII- Series 8- Direct Plan- Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund XXVII- Series 8- Direct Plan- Growth Option	12.9193
Reliance Fixed Horizon Fund XXVII- Series 8- Growth Option	12.8840
Reliance Fixed Horizon Fund XXVII- Series 9- Direct Plan-Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund XXVII- Series 9- Direct Plan-Growth option	12.9023
Reliance Fixed Horizon Fund XXVII- Series 9- Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund XXVII- Series 9- Growth option	12.6912
Reliance Fixed Horizon Fund XXVIII- Series 10- Direct Plan- Growth Option	12.9157
Reliance Fixed Horizon Fund XXVIII- Series 10- Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund XXVIII- Series 10- Growth Option	12.8800
Reliance Fixed Horizon Fund XXVIII- Series 14- Direct Plan-Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund XXVIII- Series 14- Direct Plan-Growth Option	13.2676
Reliance Fixed Horizon Fund XXVIII- Series 14- Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund XXVIII- Series 14- Growth Option	13.1105
Reliance Fixed Horizon Fund XXVIII- Series 18- Direct Plan-Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund XXVIII- Series 18- Direct Plan-Growth Option	13.2326
Reliance Fixed Horizon Fund XXVIII- Series 18- Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund XXVIII- Series 18- Growth Option	13.0290
Reliance Fixed Horizon Fund XXVIII- Series 19- Direct Plan-Growth Option	12.8040
Reliance Fixed Horizon Fund XXVIII- Series 19- Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund XXVIII- Series 19- Growth Option	12.7866
Reliance Fixed Horizon Fund XXVIII- Series 2- Direct Plan-Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund XXVIII- Series 2- Direct Plan-Growth Option	13.0748
Reliance Fixed Horizon Fund XXVIII- Series 2- Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund XXVIII- Series 2- Growth Option	12.9427
Reliance Fixed Horizon Fund XXVIII- Series 4- Direct Plan-Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund XXVIII- Series 4- Dividend Payout Option	10.0000
Reliance Fixed Horizon Fund XXVIII- Series 4- Growth Option	12.6210
Reliance Fixed Horizon Fund XXVIII- Series 4-Direct Plan- Growth Option	12.7352
Reliance Fixed Horizon Fund XXVIII- Series 7- Direct Plan-Growth Option	12.8023
